BARCODE,LABEL,ARRAY_RESULT,PCB NO,STEP_RESULT,MODEL,START TIME,END TIME,NO,NAME,NAME_DETAIL,VOLT(V),MIN_1,TYP_1,MAX_2,MEAS_1,MIN_2,TYP_2,MAX_2,MEAS_2,CAN_STD,MEAS_CAN,DTC CODE,MEAS_DTC CODE,STEP TIME,CAN:TX-1,CAN:RX-1,CAN:TX-2,DATA:RX-2
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,11,메모리 이중화 검사,Swap Active Area,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.623,760 | 07 31 01 02 13 0A F1 B1 | ,768 | 03 7F 31 10 AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,SKIP,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,12,,POWER RESET,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.512,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,13,,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.401,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,14,,Security Access,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.01.187,760 | 02 27 11 00 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0A 67 11 8B 05 6A 00 | 21 0B EA 30 8B AA AA AA | ,760 | 10 0A 27 12 30 D6 C3 F0 | 21 A8 62 D0 15 00 00 00 | ,768 | 02 67 12 AA AA AA AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,15,현재 메모리 영역 확인,Read Active Area,13.5,-,-,-,-,-,-,-,-,A,0A,-,-,00.00.636,760 | 06 31 01 02 10 F1 B1 00 | ,768 | 05 71 01 02 10 0A AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,16,,Vehicle Part Number,13.5,-,-,-,-,-,-,-,-,39 32 31 30 31 52 36 30 30 30,39 32 31 30 31 52 36 30 30 30,-,-,00.00.500,760 | 10 0D 2E F1 87 39 32 31 | 21 30 31 52 36 30 30 30 | ,768 | 03 6E F1 87 AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,17,파라메타 입력_CL/NON DWL/CTR,Vehicle Coding Information,13.5,-,-,-,-,-,-,-,-,00 00 00 13 01 00 01 00,00 00 00 13 01 00 01 00,-,-,00.00.563,760 | 10 0B 2E C0 DE 00 00 00 | 21 13 01 00 01 00 00 00 | ,768 | 03 6E C0 DE AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,18,,Serial Number,13.5,-,-,-,-,-,-,-,-,2.02603E+11,2.02603E+11,-,-,00.00.562,760 | 10 13 2E F1 8C 30 30 30 | 21 30 32 30 32 36 30 33 | 22 32 31 36 30 30 36 00 | ,768 | 03 6E F1 8C AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,19,,Manufacturing Date,13.5,-,-,-,-,-,-,-,-,20 26 03 21,20 26 03 21,-,-,00.00.613,760 | 07 2E F1 8B 20 26 03 21 | ,768 | 03 6E F1 8B AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,20,,Hard Reset,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.529,760 | 02 11 01 00 00 00 00 00 | ,768 | 02 51 01 AA AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,21,DTC 삭제,Clear DTC,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.516,760 | 04 14 FF FF FF 00 00 00 | ,768 | 01 54 AA AA AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,22,DTC 확인,Read DTC,13.5,-,-,-,-,-,-,-,-,0,0,-,-,00.01.844,760 | 03 19 02 09 00 00 00 00 | ,768 | 03 59 02 09 AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,23,제어기 사양검사,SW Version for HKMC,13.5,-,-,-,-,-,-,-,-,1.3,1.3,-,-,00.00.499,760 | 03 22 F1 A0 00 00 00 00 | ,768 | 07 62 F1 A0 31 2E 33 30 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,24,,Hardware Version,13.5,-,-,-,-,-,-,-,-,1,1,-,-,00.00.495,760 | 03 22 F1 93 00 00 00 00 | ,768 | 07 62 F1 93 31 2E 30 30 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,25,,HWVersion Voltage,13.5,2.89,2.945,3,2.94,-,-,-,-,-,-,-,-,00.00.500,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,26,,Vehicle Part Number,13.5,-,-,-,-,-,-,-,-,92101R6000,92101R6000,-,-,00.00.520,760 | 03 22 F1 87 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 0D 62 F1 87 39 32 31 | 21 30 31 52 36 30 30 30 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,27,,Parameter Version,13.5,-,-,-,-,-,-,-,-,1,1,-,-,00.00.493,760 | 03 22 F1 02 00 00 00 00 | ,768 | 04 62 F1 02 01 AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,28,,Serial Number,13.5,-,-,-,-,-,-,-,-,2.02603E+11,2.02603E+11,-,-,00.00.490,760 | 03 22 F1 8C 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 13 62 F1 8C 30 30 30 | 21 30 32 30 32 36 30 33 | 22 32 31 36 30 30 36 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,29,,Manufacturing Date,13.5,-,-,-,-,-,-,-,-,20 26 03 21,20 26 03 21,-,-,00.00.513,760 | 03 22 F1 8B 00 00 00 00 | ,768 | 07 62 F1 8B 20 26 03 21 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,30,,Vehicle Coding Information,13.5,-,-,-,-,-,-,-,-,00 00 00 13 01 00 01 00,00 00 00 13 01 00 01 00,-,-,00.00.501,760 | 03 22 C0 DE 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 0B 62 C0 DE 00 00 00 | 21 13 01 00 01 00 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,31,,IVD_MCU,13.5,-,-,-,-,-,-,-,-,96 B6 E4 69 0E B0 4E FB 7D 4F 66 64 C3 1F A4 C9 1A 89 47 BA 1B DD 07 4A B6 CC E7 BA A8 32 2D 7C,96 B6 E4 69 0E B0 4E FB 7D 4F 66 64 C3 1F A4 C9 1A 89 47 BA 1B DD 07 4A B6 CC E7 BA A8 32 2D 7C,-,-,00.00.509,760 | 03 22 F1 C1 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 23 62 F1 C1 96 B6 E4 | 21 69 0E B0 4E FB 7D 4F | 22 66 64 C3 1F A4 C9 1A | 23 89 47 BA 1B DD 07 4A | 24 B6 CC E7 BA A8 32 2D | 25 7C AA AA AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,32,,RXS_WIN,13.5,-,-,-,-,-,-,-,-,07 60 0B 52 31 30 20 4D 58 35 2F 31 2F 30 0B 52 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 39 20 4D 58 35 2F 31 2F 30 0C 52 31 35 35 20 4D 58 35 2F 31 2F 30 0C 52 31 35 36 20 4D 58 35 2F 31 2F 30,07 60 0B 52 31 30 20 4D 58 35 2F 31 2F 30 0B 52 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 39 20 4D 58 35 2F 31 2F 30 0C 52 31 35 35 20 4D 58 35 2F 31 2F 30 0C 52 31 35 36 20 4D 58 35 2F 31 2F 30,-,-,00.01.122,760 | 03 22 F1 EF 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 51 62 F1 EF 07 60 0B | 21 52 31 30 20 4D 58 35 | 22 2F 31 2F 30 0B 52 34 | 23 38 20 4D 58 35 2F 31 | 24 2F 30 0C 52 31 34 38 | 25 20 4D 58 35 2F 31 2F | 26 30 0C 52 31 34 39 20 | 27 4D 58 35 2F 31 2F 30 | 28 0C 52 31 35 35 20 4D | 29 58 35 2F 31 2F 30 0C | 2A 52 31 35 36 20 4D 58 | 2B 35 2F 31 2F 30 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,33,BIN 입력검사,BIN Center,13.5,300,330,360,322.09,-,-,-,-,-,-,-,-,00.00.738,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,34,,BIN Low Beam Hot,13.5,450,500,550,519.53,-,-,-,-,-,-,-,-,00.00.529,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,35,,BIN High Beam,13.5,450,500,550,522.09,-,-,-,-,-,-,-,-,00.00.574,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,36,NTC 입력검사,NTC Low Hot,13.5,378,420,462,407.05,-,-,-,-,-,-,-,-,00.00.533,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,37,,NTC High Ch1,13.5,378,420,462,409.61,-,-,-,-,-,-,-,-,00.00.550,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,38,,NTC DRL,13.5,378,420,462,409.61,-,-,-,-,-,-,-,-,00.00.559,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A0 00 00 00 00 01 | 23 A0 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,39,레벨링 통전검사,HLLD_PWR_OUT,13.5,0,,100,3.1,-,-,-,-,-,-,-,-,00.00.560,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,40,,HLLD_SIG_OUT,13.5,0,,100,2.3,-,-,-,-,-,-,-,-,00.00.751,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,41,,HLLD_GND,13.5,0,,100,2.3,-,-,-,-,-,-,-,-,00.00.762,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,SKIP,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,42,POWER RESET,,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.750,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,43,SESSION,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.406,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,44,,Security Access,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.01.156,760 | 02 27 11 00 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0A 67 11 D5 AD 75 8D | 21 1E FA 41 3E AA AA AA | ,760 | 10 0A 27 12 6A 30 06 AA | 21 51 02 E3 91 00 00 00 | ,768 | 02 67 12 AA AA AA AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,45,PSTN_CL 기능검증,입력 전류 실측,13.5,200,240,280,238.5,-,-,-,-,-,-,-,-,00.00.592,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,46,PSTN 1_CL,출력 전압/전류 실측,13.5,-,-,-,-,21,24.2,28,23.1,-,-,-,-,00.02.240,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,46,,출력 전압/전류 실측,9,-,-,-,-,21,24.2,28,23.3,-,-,-,-,00.01.295,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,46,,출력 전압/전류 실측,16,-,-,-,-,21,24.2,28,23.3,-,-,-,-,00.00.610,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,49,PSTN 2_CL,출력 전압/전류 실측,13.5,-,-,-,-,16,20,23,17.9,-,-,-,-,00.00.981,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,49,,출력 전압/전류 실측,9,-,-,-,-,16,20,23,17.9,-,-,-,-,00.01.282,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,49,,출력 전압/전류 실측,16,-,-,-,-,16,20,23,17.9,-,-,-,-,00.00.569,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,52,PSTN 1_CL (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,7,10,12,8.6,-,-,-,-,00.00.973,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,52,,출력 전압/전류 실측,9,-,-,-,-,7,10,12,8.6,-,-,-,-,00.01.287,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,52,,출력 전압/전류 실측,16,-,-,-,-,7,10,12,8.6,-,-,-,-,00.00.575,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,55,PSTN 2_CL (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,5,10,12,6.7,-,-,-,-,00.00.966,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,55,,출력 전압/전류 실측,9,-,-,-,-,5,10,12,6.7,-,-,-,-,00.01.346,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,55,,출력 전압/전류 실측,16,-,-,-,-,5,10,12,6.7,-,-,-,-,00.00.577,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,58,TURN 기능검증,입력 전류 실측,13.5,1814,2268,2722,2266.6,-,-,-,-,-,-,-,-,00.01.028,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,59,TURN 1,출력 전압/전류 실측,13.5,-,-,-,-,190,200,215,210.5,-,-,-,-,00.02.763,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,59,,출력 전압/전류 실측,9,-,-,-,-,190,200,215,210.4,-,-,-,-,00.01.339,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,59,,출력 전압/전류 실측,16,-,-,-,-,190,200,215,210.5,-,-,-,-,00.00.565,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,62,TURN 2,출력 전압/전류 실측,13.5,-,-,-,-,190,200,215,211.3,-,-,-,-,00.00.983,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,62,,출력 전압/전류 실측,9,-,-,-,-,190,200,215,211.2,-,-,-,-,00.01.288,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,62,,출력 전압/전류 실측,16,-,-,-,-,190,200,215,211.3,-,-,-,-,00.00.623,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,65,TURN 3 ,출력 전압/전류 실측,13.5,-,-,-,-,190,200,215,211.2,-,-,-,-,00.00.970,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
