BARCODE,LABEL,ARRAY_RESULT,PCB NO,STEP_RESULT,MODEL,START TIME,END TIME,NO,NAME,NAME_DETAIL,VOLT(V),MIN_1,TYP_1,MAX_2,MEAS_1,MIN_2,TYP_2,MAX_2,MEAS_2,CAN_STD,MEAS_CAN,DTC CODE,MEAS_DTC CODE,STEP TIME,CAN:TX-1,CAN:RX-1,CAN:TX-2,DATA:RX-2
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,28,,Serial Number,13.5,-,-,-,-,-,-,-,-,0000202603216005,0000202603216005,-,-,00.00.501,760 | 03 22 F1 8C 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 13 62 F1 8C 30 30 30 | 21 30 32 30 32 36 30 33 | 22 32 31 36 30 30 35 AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,29,,Manufacturing Date,13.5,-,-,-,-,-,-,-,-,20 26 03 21,20 26 03 21,-,-,00.00.532,760 | 03 22 F1 8B 00 00 00 00 | ,768 | 07 62 F1 8B 20 26 03 21 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,30,,Vehicle Coding Information,13.5,-,-,-,-,-,-,-,-,00 00 00 13 01 00 01 00,00 00 00 13 01 00 01 00,-,-,00.00.495,760 | 03 22 C0 DE 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 0B 62 C0 DE 00 00 00 | 21 13 01 00 01 00 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,31,,IVD_MCU,13.5,-,-,-,-,-,-,-,-,96 B6 E4 69 0E B0 4E FB 7D 4F 66 64 C3 1F A4 C9 1A 89 47 BA 1B DD 07 4A B6 CC E7 BA A8 32 2D 7C,96 B6 E4 69 0E B0 4E FB 7D 4F 66 64 C3 1F A4 C9 1A 89 47 BA 1B DD 07 4A B6 CC E7 BA A8 32 2D 7C,-,-,00.00.490,760 | 03 22 F1 C1 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 23 62 F1 C1 96 B6 E4 | 21 69 0E B0 4E FB 7D 4F | 22 66 64 C3 1F A4 C9 1A | 23 89 47 BA 1B DD 07 4A | 24 B6 CC E7 BA A8 32 2D | 25 7C AA AA AA AA AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,32,,RXS_WIN,13.5,-,-,-,-,-,-,-,-,07 60 0B 52 31 30 20 4D 58 35 2F 31 2F 30 0B 52 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 39 20 4D 58 35 2F 31 2F 30 0C 52 31 35 35 20 4D 58 35 2F 31 2F 30 0C 52 31 35 36 20 4D 58 35 2F 31 2F 30,07 60 0B 52 31 30 20 4D 58 35 2F 31 2F 30 0B 52 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 38 20 4D 58 35 2F 31 2F 30 0C 52 31 34 39 20 4D 58 35 2F 31 2F 30 0C 52 31 35 35 20 4D 58 35 2F 31 2F 30 0C 52 31 35 36 20 4D 58 35 2F 31 2F 30,-,-,00.01.123,760 | 03 22 F1 EF 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 51 62 F1 EF 07 60 0B | 21 52 31 30 20 4D 58 35 | 22 2F 31 2F 30 0B 52 34 | 23 38 20 4D 58 35 2F 31 | 24 2F 30 0C 52 31 34 38 | 25 20 4D 58 35 2F 31 2F | 26 30 0C 52 31 34 39 20 | 27 4D 58 35 2F 31 2F 30 | 28 0C 52 31 35 35 20 4D | 29 58 35 2F 31 2F 30 0C | 2A 52 31 35 36 20 4D 58 | 2B 35 2F 31 2F 30 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,33,BIN 입력검사,BIN Center,13.5,300,330,360, 322.09,-,-,-,-,-,-,-,-,00.00.780,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,34,,BIN Low Beam Hot,13.5,450,500,550, 519.53,-,-,-,-,-,-,-,-,00.00.530,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,35,,BIN High Beam,13.5,450,500,550, 522.09,-,-,-,-,-,-,-,-,00.00.544,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,36,NTC 입력검사,NTC Low Hot,13.5,378,420,462, 407.05,-,-,-,-,-,-,-,-,00.00.533,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,37,,NTC High Ch1,13.5,378,420,462, 414.73,-,-,-,-,-,-,-,-,00.00.561,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,38,,NTC DRL,13.5,378,420,462, 407.05,-,-,-,-,-,-,-,-,00.00.529,760 | 03 22 01 A0 00 00 00 00 | 30 00 00 00 00 00 00 00 | ,768 | 10 37 62 01 A0 FF FF FF | 21 FF 01 9F 00 00 00 00 | 22 01 A2 00 00 00 00 01 | 23 9F 00 00 00 00 01 F3 | 24 01 F2 01 F3 01 C6 01 | 25 26 27 10 00 00 00 00 | 26 27 10 00 00 08 98 00 | 27 00 00 00 00 00 01 95 | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,39,레벨링 통전검사,HLLD_PWR_OUT,13.5,0,,100,   3.60,-,-,-,-,-,-,-,-,00.00.559,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,40,,HLLD_SIG_OUT,13.5,0,,100,   2.00,-,-,-,-,-,-,-,-,00.00.776,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,41,,HLLD_GND,13.5,0,,100,   2.30,-,-,-,-,-,-,-,-,00.00.758,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,SKIP,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,42,POWER RESET,,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.767,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,43,SESSION,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.414,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,44,,Security Access,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.01.157,760 | 02 27 11 00 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0A 67 11 78 DB 79 F5 | 21 29 AA FC 1F AA AA AA | ,760 | 10 0A 27 12 EC 8F 3C B4 | 21 FB D9 E6 78 00 00 00 | ,768 | 02 67 12 AA AA AA AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,45,PSTN_CL 기능검증,입력 전류 실측,13.5,200,240,280, 235.20,-,-,-,-,-,-,-,-,00.00.624,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,46,PSTN 1_CL,출력 전압/전류 실측,13.5,-,-,-,-,21,24.2,28,  23.00,-,-,-,-,00.02.168,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,46,,출력 전압/전류 실측,9,-,-,-,-,21,24.2,28,  23.10,-,-,-,-,00.01.280,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,46,,출력 전압/전류 실측,16,-,-,-,-,21,24.2,28,  23.00,-,-,-,-,00.00.577,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,49,PSTN 2_CL,출력 전압/전류 실측,13.5,-,-,-,-,16,20,23,  17.70,-,-,-,-,00.01.023,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,49,,출력 전압/전류 실측,9,-,-,-,-,16,20,23,  17.70,-,-,-,-,00.01.294,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,49,,출력 전압/전류 실측,16,-,-,-,-,16,20,23,  17.70,-,-,-,-,00.00.637,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,52,PSTN 1_CL (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,7,10,12,   8.60,-,-,-,-,00.00.971,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,52,,출력 전압/전류 실측,9,-,-,-,-,7,10,12,   8.50,-,-,-,-,00.01.258,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,52,,출력 전압/전류 실측,16,-,-,-,-,7,10,12,   8.50,-,-,-,-,00.00.582,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,55,PSTN 2_CL (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,5,10,12,   6.80,-,-,-,-,00.00.978,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,55,,출력 전압/전류 실측,9,-,-,-,-,5,10,12,   6.70,-,-,-,-,00.01.298,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,55,,출력 전압/전류 실측,16,-,-,-,-,5,10,12,   6.70,-,-,-,-,00.00.574,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,58,TURN 기능검증,입력 전류 실측,13.5,1814,2268,2722,2252.10,-,-,-,-,-,-,-,-,00.00.951,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,59,TURN 1,출력 전압/전류 실측,13.5,-,-,-,-,190,200,215, 209.70,-,-,-,-,00.02.723,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,59,,출력 전압/전류 실측,9,-,-,-,-,190,200,215, 209.80,-,-,-,-,00.01.305,,,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,59,,출력 전압/전류 실측,16,-,-,-,-,190,200,215, 209.80,-,-,-,-,00.00.567,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,62,TURN 2,출력 전압/전류 실측,13.5,-,-,-,-,190,200,215, 209.70,-,-,-,-,00.00.985,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
001163140007100000021,R692181010260321MX5MX5ALH100130S16005,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:04:27,2026-03-21 11:06:51,62,,출력 전압/전류 실측,9,-,-,-,-,190,200,215, 209.70,-,-,-,-,00.01.310,,,,
